date,query,user,label,tweet
"Oct 11, 2023 · 4:02 PM UTC",#stophamas,@LVieEstBelle,,"Justice will find its way.Hamas is a terrorist organization,it cannot commit war crimes because it’s not an international recognized entity to declare war in the first place.These are cold blooded brutal murders and crimes with racial motives,crimes against humanity. #StopHamas"
"Oct 8, 2023 · 11:57 PM UTC",#freepalestine,@TalebWided,,#FreePalestine 🇵🇸✊
"Oct 13, 2023 · 6:14 PM UTC",#isupportpalestine,@OsamaShaikhIND,,मस्जिद अल अक़्सा  #Palestine #ISupportPalestine
"Oct 7, 2023 · 11:02 PM UTC",#hamasattack,@GlobaIssue,,Fresh attacks are coming in to Israeli cities as Hamas has launch a renewed rocket attacks to Israel cities. #hamasattack #Israel_under_attack #GazaUnderAttack
"Oct 7, 2023 · 11:36 PM UTC",#standwithisrael,@OzraeliAvi,,Israel withdrew from Gaza in 2005 for the promise of peace.  My uncle was one of many forcibly kicked out of his home only to allow terrorists to take over.  And now they’re using those same houses to rape kidnapped Israeli girls.  No more broken promises.
"Oct 20, 2023 · 7:05 PM UTC",#israelpalestinewar,@georgegalloway,,Sorry but you have to force yourself to watch this
"Oct 14, 2023 · 5:10 PM UTC",#isupportisrael,@kadi_ninda_only,,@netanyahu @NaorGilon @HananyaNaftali This victory is dedicated to #Israel #ISupportIsrael #indiasupportIsrael
"Oct 21, 2023 · 7:19 PM UTC",#israelpalestinewar,@furkancerkes,,"Kudüs’ü korumak için İslam ülkelerinin bir barış gücü kurmasını destekler misiniz?  % 87,8 Evet  📊Areda Survey 📍Türkiye"
"Oct 20, 2023 · 7:02 PM UTC",#indiastandswithisrael,@dhhairya_07,,Happy to hear the people are coming back now.. @IDF will do anything and everything to bring its people back.. 🇮🇳 stands with 🇮🇱  #IndiaStandsWithIsrael #Israel
"Oct 10, 2023 · 6:36 PM UTC",#stopisrael,@ajans_muhbir,,"İsrail Savunma Bakanı Yoav Gallant:  ""Orduda tüm kurallar kaldırıldı. Savaşan askerler hiç bir şeyden sorumlu olmayacaklar. Askeri mahkeme yok."""
"Oct 22, 2023 · 9:48 PM UTC",#indiaiswithisrael,@jugocup,,Can our Indian #pappu or even @DrManmohansinh be able to defend terर0ist @BBCWorld as fomer Pm @naftalibennett did? #IndiaiswithIsrael https://invidious.poast.org/ZdUk7KgrT_E?si=0PnemjmuxO2EbbD3
"Oct 19, 2023 · 9:43 PM UTC",#freepalestine,@ShaykhSulaiman,,BREAKING: BOMBING LED TO CHRISTIAN CHURCH DAMAGE WITH 40 CONFIRMED DEAD BY THE CHURCH  The Orthodox Patriarch in Jerusalem said:  “We strongly condemn the Israeli military’s bombing on our historical church of Saint Porphyrius.”  There were 500 people inside the Church  Saint Porphyrius is the 3rd oldest church in the world!
"Oct 20, 2023 · 11:58 PM UTC",#israelunderattack,@0xGreeleyable,,I just minted We Stand With Israel #TelAviv #IsraelUnderattack on @mintdotfun https://mint.fun/ethereum/0x6D85aA39fB90AaEC826E856dAe32e2D3E91A0a2C #NFT
"Oct 20, 2023 · 11:16 PM UTC",#israelpalestinewar,@sandycompany,,We should remember history lest it be repeated. The Nazi's murdered not only +6mil Jews but also every disabled person they found. #PalestinianTerrorists #IsraelPalestineWar #Hamas #HamasWarCrimes #Lebanon
"Oct 23, 2023 · 11:01 AM UTC",#indiastandswithisrael,@HananyaNaftali,,One picture is worth a thousand words.
"Oct 13, 2023 · 10:55 PM UTC",#hamasattack,@kaadduuraa,,#FreePalestine #Gaza #GazaUnderAttack #hamasattack #FreePalastine #IsraelPalestineWar #IsraelTerrorists #جمعة_طوفان_الأقصى #IsraelPalestineConflict #طوفان_الاقصى_ #طوفان_القدس
"Oct 20, 2023 · 11:04 PM UTC",#standwithisrael,@IranianCongress,,امیر فخرآور؛  «هر دو طرف نشسته در فلسطین مهره روس ها هستند…». #StandWithIsrael
"Oct 22, 2023 · 11:55 PM UTC",#hamasterrorists,@Becca_JoyH,,"The war ends when Hamas stops terrorist attacks, releases ALL hostages free of harm, & surrenders. It will help end the war if Palestinians didn't celebrate the terrorist attacks.   #HamasTerrorists #PalestiniansCelebrateTerrorAttacks"
"Oct 7, 2023 · 11:36 PM UTC",#hamasterrorists,@NowTheEndBegins,,Did Ukraine Sell US Weapons To Hamas In Gaza And Is That One Reason Why The Palestinian Terrorists Were So Effective In Attacking Israel Today? #UkraineWar #HamasTerrorists #IsraelUnderAttack https://www.nowtheendbegins.com/us-weapons-sent-to-ukraine-went-to-palestinian-terror-group-hamas-instead/
"Oct 22, 2023 · 2:05 PM UTC",#indiastandswithpalestine,@sharukhshaik93,,#indiastandswithpalestine
"Oct 8, 2023 · 9:10 PM UTC",#indiastandswithisrael,@JDumde,,🙏🏻 We Stand With Israel! 🇮🇱 🇮🇳  इज़राइल अपने नागरिकों की रक्षा के लिए प्रतिबद्ध है ।  #Israel #Israel_under_attack #IndiaStandsWithIsrael #IsraelAtWar #HamasTerrorists #IStandWithIsrael #BharatStandsWithIsrael
"Oct 7, 2023 · 10:02 PM UTC",#israelpalestinewar,@TogaVeia,,"Centenas de mulheres e crianças #judias israelenses estão sendo espancadas e feridas e estão sendo levadas p #Gaza, onde  serão usadas para intimidar o governo israelense e impedi-los de retaliar contra o #Hamas e terroristas palestinos. #IsraelPalestineWar #Israel_under_attack"
"Oct 18, 2023 · 11:21 PM UTC",#standwithisrael,@RacheliNehemia,,#bringthemhome #BringThemBack #freeourkids_il #StandWithIsrael #hamasisISIS
"Oct 17, 2023 · 11:59 PM UTC",#freepalestine,@nDrieSaleem,,#SavePalestine #FreePalestine
"Oct 14, 2023 · 11:50 PM UTC",#israelpalestinewar,@TamilTheHindu,,வடக்கு காசா பகுதியில் இஸ்ரேலின் தரைவழி தாக்குதல் தொடக்கம்: புதிதாக அதிநவீன புல்டோசர் பீரங்கிகள் களம் இறங்கின  #IsraelPalestineWar | #IsraelPalestineConflict | #HamasAttacks | #IsraelHamasWar | #HamasIsraelWar https://www.hindutamil.in/news/world/1138996-israel-ground-offensive-begins-in-northern-gaza.html
"Oct 14, 2023 · 9:59 PM UTC",#isupportpalestine,@MickyBTFC62,,"Count me in too🇬🇧  Sunak & his equally corrupt, criminal, trespassing thieves do not speak for me!!  #ISupportPalestine #FvckAllTheAggressors #LifeIsPrecious"
"Oct 18, 2023 · 5:13 PM UTC",#indiastandswithpalestine,@imwhussain1,,Israel is a terrorist state. #IndiaStandsWithPalestine #FreePalestine #GazaUnderAttack #GoBackIsrael #IndependentPalestine #AlAqsaFlood
"Oct 10, 2023 · 11:58 PM UTC",#israel,@nouny__cathy,,أكثر مقطع متداول حاليا عند الاجانب .. شخص يتسلق مبنى شفيلد (بريطانيا) ويستبدل العلم الاسر.ائي. بالعلم الفلسطيني 🇵🇸  👏🏻👏🏻🫶🏻  #PalestineUnderAttack #Israel #طوفان_الأقصى #غزة_الآن
"Oct 16, 2023 · 10:52 PM UTC",#standwithpalestine,@Ayselcelik2534,,"Eğer israil savaşmayı bırakır ve defolup giderse barış olur, eger filistinliler savaşmayı birakırsa, filistin yok olur!  #StandWithPalestine"
"Oct 13, 2023 · 2:34 PM UTC",#isupportpalestine,@oman2505,,#ISupportPalestine #FreeGaza #FreePalestine
"Oct 8, 2023 · 11:59 PM UTC",#standwithisrael,@com_drishti,,#standwithisrael I want Israel to act strongly against Palestine. We Indians are with Israel
"Oct 8, 2023 · 11:52 PM UTC",#freepalestine,@LynaD13,,A part insulter t’as 0 argument.   israel à 70 ans faut que t’arrête là.   Bref je vais te bloquer j’ai une vie tu sais. #FreePalestine 🇵🇸
"Oct 9, 2023 · 8:05 PM UTC",#isupportpalestine,@BabikerEhab1,,🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 #FreePalastine #ISupportPalestine #IStandWithPalestine
"Oct 14, 2023 · 7:33 PM UTC",#isupportisrael,@northerner54,,Time to rid the UK of people like this!  #ISupportIsrael  'Don't forget where Jews were in 1940' goads pro-Palestine protester https://mol.im/a/12631083 via @MailOnline
"Oct 23, 2023 · 10:37 PM UTC",#standwithpalestine,@ShirajSh70170,,#StandWithPalestine #Gazabombing #IsraelTerorrist
"Oct 19, 2023 · 11:26 PM UTC",#hamasattack,@everodrigo,,Estamos viviendo el equivalente al <<holocausto nazi>> de nuestra época.  La brutalidad de lo que está sucediendo desde ambos bandos es algo que supera con creces a las masacres execrables que hemos visto incluso después de la segunda guerra mundial. #IsraelAttack #HamasAttack
"Oct 10, 2023 · 10:42 PM UTC",#indiastandswithisrael,@ketan_patil87,,"Use those bullets wisely, don't let them go to waste!! #ISupportIsrael #IndiaStandsWithIsrael 🇮🇳🩷🇮🇱 Burn down Gaza!!"
"Oct 22, 2023 · 4:42 PM UTC",#indiastandswithisrael,@digitalthakur2,,All the more strength to you and your community. #IndiaStandsWithIsrael
"Oct 10, 2023 · 10:23 PM UTC",#hamasattack,@jhind19,,Watch English democracy   check out #طوفان_الأقصى #Israel #GazaUnderAttack #INDvsAUS #hamasattack #hamasattack #HamasTerrorists #FreePalastine #IsraelUnderAttack #FreePalestine #Palestine  Check out itvnews's video! #TikTok https://vm.tiktok.com/ZGJ39U1Wd/
"Oct 23, 2023 · 11:01 PM UTC",#standwithpalestine,@ajplusespanol,,"La activista Greta Thunberg mostró hoy su solidaridad con el pueblo palestino.   ""Hoy hacemos una huelga en solidaridad con Palestina y Gaza. El mundo necesita hablar y pedir un alto el fuego inmediato, justicia y libertad para los palestinos y todos los civiles afectados""."
"Oct 15, 2023 · 3:00 PM UTC",#stophamas,@J0Ycie_66,,Jij weet niet wat je schrijft  Het is een demo tegen te acties van Israël tegen de Palestijnen en niet van Israël tegen Hamas  #StopHamas #FreePalastine
"Oct 26, 2023 · 11:00 PM UTC",#israelunderattack,@sammywise_wit,,"If you #IStandWithIsrael , go #VisitIsrael because you will see #IsraeliTerrorism with your own eyes. Educate yourself. #Israel #Palestine #Hamas #Gaza #Iran #Attack #IsraelPalestineWar #IsraelUnderAttack #BAAT #ShaniLouk #BBUK📷"
"Oct 25, 2023 · 8:36 PM UTC",#indiastandswithpalestine,@Ham_Hain11,,#IndiaStandsWithPalestine
"Oct 13, 2023 · 11:51 AM UTC",#standwithpalestine,@DrLoupis,,"The past week I’ve been told that I would lose all my followers supporting innocent civilians in Palestine.   What actually happened is that I got 15,360 new followers in 24 hours Yesterday.   Don’t believe people’s lies - they just want you to shut up speaking the truth."
"Oct 10, 2023 · 11:58 PM UTC",#israel,@TeeBern,,.@andersoncooper @ChrisCuomo @OlafScholz @GermanyDiplo #ShaniLouk #gaza #Israel @CNN
"Oct 14, 2023 · 10:07 PM UTC",#israelunderattack,@sillychily_,,#IsraelUnderAttack #StandWithIsrael
"Oct 22, 2023 · 1:32 AM UTC",#isupportpalestine,@SikkandarSiraj1,,Every A2B has big garbage bin for you.. Don't worry.. You only deserve Garbage 🗑️😔 😂😂😂 #ISupportPalestine #IsupportA2B
"Oct 8, 2023 · 11:39 PM UTC",#hamasterrorists,@TheZealNZ,,"Israel expert ""disappointed"" with Nanaia Mahuta's statement on Hamas  #Labour #nzpol #nzpolitics #Israel #HamasTerrorists https://invidious.io.lol/uqws7fssm6g?si=dQwST6xP6fO7m-4x"
"Oct 17, 2023 · 10:26 PM UTC",#standwithpalestine,@e7aakmiss,,"i can’t stop my tears, god save them i pray for Palestine for innocent people there’s childrens and innocent people there!!! God protect and save #Palestine 🇵🇸🕊  #GazzeUnderAttack #StandWithPalestine"
"Oct 12, 2023 · 9:48 PM UTC",#standwithpalestine,@pjmbleo,,#StandWithPalestine
"Oct 20, 2023 · 8:12 PM UTC",#indiastandswithisrael,@OMPRAKASH62032,,आपको भी नवरात्रि की हार्दिक शुभकामनाएं 🚩🚩🙏🏻🙏🏻  हम सभी सनातनी भारतीय इजरायल के साथ है और हमेसा रहेंगें ।।  #IndiaStandsWithIsrael 🇮🇳🇮🇱
"Oct 13, 2023 · 11:59 PM UTC",#freepalestine,@Mahran13271727,,شاهد ماذا قال وزير الخارجية القطري 👇 #Gazagenocide #FreeGaza #FreePalestine #السعوديه_نيجيريا #كريستيانو_رونالدو #الإجتياح_البري
"Oct 25, 2023 · 4:57 PM UTC",#indiastandswithpalestine,@___HOSSAIN_,,"From the river to the sea, Palestine will be free🇵🇸 #Istandwithpalestine #IndiaStandsWithPalestine #SavePalestinianPeople #WeStandWithPalestine"
"Oct 21, 2023 · 8:18 PM UTC",#indiastandswithpalestine,@tabu_zahra,,🤣  #IndiaStandsWithPalestine #IndiaWithPalestine  🇮🇳🇵🇸
"Oct 26, 2023 · 11:51 PM UTC",#standwithisrael,@CurryProspects,,"Absolutely. It's appalling to see anti-Semitism masked as political critique. This hate against #Israel and the Jewish community is beyond politics. It's about humanity, fairness, and truth. No society should accept this. Stand against bias, stand for truth. #StandWithIsrael"
"Oct 17, 2023 · 4:14 PM UTC",#isupportpalestine,@_Shaheryar_Khan,,In other words we can say Every Palastinian will give sacrifice 😭  . #IsraelTheRealTerrorist #israeltheterror #SupportGaza #ISupportPalestine #IStandWithPalestinians
"Oct 17, 2023 · 11:38 PM UTC",#israelpalestinewar,@muze___space360,,make i hear werey preach nonsense for my ear about revenge again ENKR #IsraelPalestineWar
"Oct 13, 2023 · 5:14 AM UTC",#indiaiswithisrael,@PrateekPat18851,,#IndiaiswithIsrael Sir please make sure that these animal like hooligans don't see the light of the day.
"Oct 10, 2023 · 11:54 PM UTC",#hamas,@BigGuysScrape,,They should bomb Gaza until nothing remains but embers. It more humane than allowing more beheadings of Jewish toddlers. #IslamIsTheProblem #Islamic_terrorists #hamas #StandsWithIsrael
"Oct 20, 2023 · 10:15 PM UTC",#israelpalestinewar,@Samana_Siddiqui,,"Those protests, calls to your congresspeople, to the White House, etc. make a difference. Keep it up! #IsraelPalestineWar"
"Oct 18, 2023 · 6:11 PM UTC",#israel,@DB_WTI,,"#OOTT #WTI  According to this ""dumbass,"" traders should read the world instead of charts when trading #Oil. I read the news 24/7 but cannot trade Oil without charts, period."
"Oct 11, 2023 · 11:57 PM UTC",#israel,@iRadwaR,,#Expose_The_Truth #IsraelPalestineConflict #Gaza_under_attack #Gaza #Hamas #Israel #HamasTerroeism #HamasISIS #FreePalestine
"Oct 14, 2023 · 7:15 PM UTC",#indiastandswithisrael,@Arunwafi858,,#IndiaStandsWithIsrael ❤❤❤  Respect u #MohammadSiraj
"Oct 14, 2023 · 10:29 PM UTC",#israelunderattack,@HarrisonHSmith,,Hezbollah Deploys Ancient Phoenician Secret Weapon  #israel #gaza #israelunderattack #palestine #lebanon #ancienthistory
"Oct 21, 2023 · 11:51 PM UTC",#freepalestine,@SaraH20148289,,Tell those terrorists @Israel we are and we will never be scared of you. Because as we As #Muslims believe with no doubt that Allah (swt) is with the believers in this life and in the hereafter. #Gazabombing #IsraelTerorrist #PalestineGenocide #PalestinaLibre #FreePalestine
"Oct 15, 2023 · 11:51 PM UTC",#hamas,@NOTINAFO,,"#Hamas buscando a civiles israelíes,  para asesinarlos."
"Oct 26, 2023 · 11:42 PM UTC",#isupportisrael,@cmerunbritton,,Wake up! This is quite telling! #ISupportIsrael 🇺🇸🇮🇱🙏🏻
"Oct 20, 2023 · 10:53 PM UTC",#hamasterrorists,@mountavan,,#HamasisISIS #HamasTerrorists #KickHamasOutofGaza #HamasMassacres
"Oct 9, 2023 · 3:02 PM UTC",#indiastandswithpalestine,@syed_anwar_7933,,#IndiaStandsWithPalestine
"Oct 24, 2023 · 11:58 PM UTC",#freepalestine,@M_thouseef_,,#IsraeliNewNazism #Gaza_Genocide #FreePalestine
"Oct 19, 2023 · 10:51 PM UTC",#israelunderattack,@zed508967,,Sobhnallah 😢 #Israelunderattack #GenocideinGazza #PalestineGenocidePeople
"Oct 8, 2023 · 5:51 PM UTC",#freepalestine,@Portes_Thomas,,"La non condamnation de la colonisation des territoires palestiniens, de la politique d'apartheid israélien contre les palestiniens, du blocus illégal de Gaza, du piétinement des résolutions de l’ONU dénoncé par toutes les organisations de défense des droits humains, y compris en Israël, sont disqualifiés pour faire des leçons de morale."
"Oct 25, 2023 · 10:49 PM UTC",#hamasattack,@EmekaGift100,,Israeli Air Force targets #Hamas underground tunnels in Gaza.  #hamasattack
"Oct 13, 2023 · 11:58 PM UTC",#freepalestine,@0nc075,,#FreePalestine #FreePalestine
"Oct 10, 2023 · 11:53 PM UTC",#palestine,@AdamMcleanUSA,,"The EU will NOT suspend all financial aid to the Palestinians because this proposal has been blocked by 4 EU countries:  #Ireland #Spain #Denmark and #Luxembourg.    Thanks to these countries, Palestinian children will have something to eat.  God bless them! #Palestine #Israel"
"Oct 12, 2023 · 10:39 PM UTC",#hamasattack,@fuadagasi,,Palestine's border with Lebanon.#Iran Iran sends armed support to Hamas  #Hizbullah #IDF #Gaza #hamasattack #Hizbollah #Mossad #IsraelUnderAttack #StandWithIsrael
"Oct 12, 2023 · 10:51 PM UTC",#hamasterrorists,@julianna_montz,,Israel will destroy #HamasTerrorists. 🇮🇱👍🏼
"Oct 20, 2023 · 11:09 PM UTC",#standwithisrael,@MohamedGamalDM,,"P2: Listen to #Truth brother, this is #Palestinian #land, #IsraelTerorrist  is #warcriminals who #killed children in #gaza be aware bro #FreePaleastine #Gaza_Genocide   “This hashtags only to world know” #PrayforIsrael #IsraelAttack #StandWithIsrael #Israel #Israel_under_attack"
"Oct 12, 2023 · 11:54 PM UTC",#palestine,@FritzHeydrich,,"Only #Israel can #bomb 4 different countries in the course of 48 hours, namely #Palestine, #Lebanon, #Syria and #Egypt, and still be portrayed as the #victim in Western media."
"Oct 10, 2023 · 10:20 PM UTC",#indiastandswithisrael,@GhsNewsOnline,,Dikatai 'Mother Fucker' Dua Pria India Bunuh Temannya https://www.ghsnews.id/2023/10/dikatai-mother-fucker-dua-pria-india.html Israel #IndiaStandsWithIsrael
"Oct 7, 2023 · 11:58 PM UTC",#israel,@ChrisRo27264624,,10$ #israel https://www.ebay.com/itm/386152800624?mkcid=16&mkevt=1&mkrid=711-127632-2357-0&ssspo=BDCyfaIqR0-&sssrc=2524149&ssuid=BDCyfaIqR0-&widget_ver=artemis&media=COPY
"Oct 9, 2023 · 4:42 PM UTC",#isupportpalestine,@MohdXishaan,,"Inshah allah 🙌😇 i m mohammad zeeshan , i m from pakistan ,i #ISupportPalestine 🙌"
"Oct 21, 2023 · 11:52 PM UTC",#hamasterrorists,@BigGuysScrape,,20 trucks filled with supplies. I bet it all of it goes to the #HamasTerrorists and none to the suffering children in #Gaza #IslamIsTheProblem #PalestinianTerrorists https://invidious.projectsegfau.lt/75Mnq8zvQ6s?si=7cRJs68OWFztqUk_
"Oct 16, 2023 · 11:56 PM UTC",#israelpalestinewar,@KingdomOfGod_84,,#Yidophrenia is caused by #incest #UkraineRussiaWar #IsraelPalestineWar #StatutoryYidiotocide #Grishenkoff #USA #Russia #Ukraine
"Oct 9, 2023 · 11:21 PM UTC",#hamasattack,@samah2720,,#hamasattack #palastine #hamasattack #Gaza
"Oct 26, 2023 · 4:51 PM UTC",#indiastandswithisrael,@IsraelWarRoom,,BREAKING: IDF has eliminated 3 more Hamas commanders in Gaza.
"Oct 17, 2023 · 11:59 PM UTC",#israel,@Vamsee007,,"I mourn for the patients, medical staff and innocent civilians of crowded hospital in #Gaza . Israel bombs the hospital, feared 500 people got killed. #Hamas should rethink of killing #Israel people. Launching rockets and killing children of Israel resulted in huge chaos."
"Oct 7, 2023 · 11:59 PM UTC",#hamas,@defenselawyerny,,"Thank u @RitchieTorres I hope NY #Democrats denounce @nycDSA 4 celebrating killing & kidnapping of civilian women & children @AOC @RepBowman @SenatorBrisport @SenGonzalezNY, u were all endorsed by Dem Socialists Where do u stand? #IsraelUnderAttack #Hamas #Israel_under_attack"
"Oct 12, 2023 · 11:40 PM UTC",#standwithisrael,@pumbeditaRock,,Así se hace. Se terminó la joda! #StandWithIsrael #HamasTerrorist
"Oct 14, 2023 · 11:57 PM UTC",#israel,@aelhajjar79,,There's an actual genocide happening right now. A holocaust committed by the #Zionist #Terrorists state of #Israel #Zionism is #Terrorism
"Oct 12, 2023 · 11:31 PM UTC",#standwithpalestine,@SolitaireDZ54,,"بعض ""الحيوانات البشرية"" التي تحدث عنها وزير دفاع #الكيان_الصهيوني Some of the ""human animals"" that the Minister of Defense of the #Zionist_entity spoke about #طوفان_الاقصى_ #غزة_الآن #فلسطين_قضية_الشرفاء #الكيان_الصهيوني_يحتضر #zionistwarcrimes #StandWithPalestine"
"Oct 26, 2023 · 11:54 PM UTC",#hamas,@muratjenic,,Ayyıldız tim bu demir kubbe denen zıkkımın  imha etmenin bi yolunu bulsanda hamasa terörist diyen siyonist köpeklere havai fişek görseli izletsen ne güzel olur hamas terörist değildir #Hamas #FreePalenstine #SONDAKİKA
"Oct 13, 2023 · 11:16 PM UTC",#israelunderattack,@comlabman,,"20231013 ISRAEL AT WAR WVEC 13 Norfolk, Virginia Deployment of the U.S. Navy Aircraft Carrier USS DWIGHT D. EISENHOWER (CVN 69) Is Delayed #IsraelHamasWar #Israel #IsraelPalestianWar #IsraelUnderAttack #ussdwightdeisenhower #Eisenhower #Navy #CVN69"
"Oct 9, 2023 · 9:12 AM UTC",#indiastandswithpalestine,@ImRealShafqat,,You (rss-rw) aren't indian you are outsiders (britisher) and real indians don't support israeli terrorism.  #IndiaStandsWithPalestine #IndiaWithPalestine 🇮🇳🤝🇵🇸
"Oct 22, 2023 · 5:01 PM UTC",#stopisrael,@AltOK50377610,,#StopIsrael #StopIsraeliCrimes #PalestineGenocide #StopGazaGenocide
"Oct 11, 2023 · 10:25 PM UTC",#hamasattack,@jhind19,,Israel apartheid state  check out #طوفان_الأقصى #Israel #GazaUnderAttack #INDvsAUS #hamasattack #hamasattack #HamasTerrorists #FreePalastine #IsraelUnderAttack #FreePalestine #Palestine  Check out Lawson's video! #TikTok https://vm.tiktok.com/ZGJ3gdTeh/
"Oct 13, 2023 · 3:42 PM UTC",#isupportisrael,@Indian_RG,,"These kids are the future of #Islam. #Israel might look stronger today but it will not be the case always. When these kids grow up in US or Europe, they will handle all the #Kafirs. #hamasattack will look smaller.  #IsraelPalestineWar #IsraelUnderAttack #ISupportIsrael"
"Oct 22, 2023 · 9:24 PM UTC",#hamasattack,@The_Libertax,,"🇮🇱🇵🇸 | Miren como este palestino celebra los lanzamientos de cohetes del grupo terrorista Hamas hacia Israel. Ese mismo dia, mas tarde, publica un video llorando en un hospital. ¿Karma o Performance?  #Israel #Hamas #Palestine #HamasTerrorists #Israel_under_attack #hamasattack"
"Oct 8, 2023 · 11:56 PM UTC",#isupportisrael,@Sunnytomar1312,,#ISupportIsrael get well soon but don’t left enemy finish all of them 💪🏻💪🏻 #IndiaSupportIsrael #ısrael #Israel all Indian support Israel
"Oct 15, 2023 · 11:43 PM UTC",#hamasterrorists,@BahadurDiljeet,,#HamasTerrorists #HamasMassacre #Hamas_is_ISIS #IndiaStandsWithIsrael
"Oct 14, 2023 · 11:13 PM UTC",#standwithisrael,@matansabag1231,,"Murdering, raping, and kidnapping innocent civilians won't ""free palestine."" Palestinians won't be free until they're free from the Hamas.#HamasisISIS #standwithIsrael #bringthemhome #wordsofiron"
"Oct 21, 2023 · 11:54 PM UTC",#palestine,@theseeker287,,Breaking: video of the IDF strike that killed two in the West Bank Updates to come #Antisemitism #Israel #Gaza #Israel_under_attack #Ukraine #Russia #HamasislSIS #HamasTerrorists #Palestine #WestBank #Gazabombing #IDF #aid #ceasefire #ceasefireInGazaNOW
"Oct 8, 2023 · 10:17 PM UTC",#stophamas,@CKorenbeusser,,A strong message of support to Americans’ Israeli friends! #StopHamas
"Oct 19, 2023 · 5:49 AM UTC",#stopisrael,@Amadeusz335,,"One child dead every 15 minutes is actually so fucking insane - 🕯️😢  We need to stop this, stop israel and get rid of zionist occupation of innocent people 🙏  #FreeGaza #StopIsrael #StopZionism #SaveGaza #SavePalestine #IsraeliWarCrimes #PalestineGenocide #FreePalestine_Now"
"Oct 20, 2023 · 11:57 PM UTC",#israel,@danlee863,,"The admin is whipping up supper tonight, but the creative culinary muses have gone on strike. Any tasty suggestions? #AUSvsPAK #InstagramCatchUp @CTVToronto @OLReign #Israel #ViratKohli #サタプラ #TheChallengeUSA 🙋"
"Oct 7, 2023 · 11:59 PM UTC",#freepalestine,@CoalaRMFC,,"Zinchenko you absolute dirty nasty human. @Arsenal take action and freeze him out just like you did with Ozil for speaking up about muslims in China being killed. Disgusting person that cries about Ukraine being invaded on a daily, but supports another invader.   #FreePalestine"
"Oct 8, 2023 · 11:38 AM UTC",#indiaiswithisrael,@HarishKakatkar,,#IndiaIsWithIsrael #BharatStandsWithIsrael #Israel
"Oct 18, 2023 · 11:54 PM UTC",#freepalestine,@ShriekingJackal,,"#FreePalestine opening commissions to raise money to donate to Palestinian charities!!  Here are multiple examples of my work, the cat and dog one being my most recent, as is the bluey design. Dm me with commission details!!  #furry #furryart #furryartist"
"Oct 18, 2023 · 11:53 PM UTC",#palestine,@wong_denton,,#Irish #filmmaker 'stripped naked by #Israeli officials' during #Palestine journey https://www.irishmirror.ie/news/irish-news/irish-filmmaker-stripped-naked-israeli-31221080?utm_source=twitter.com&utm_medium=social&utm_campaign=sharebar
"Oct 22, 2023 · 1:08 PM UTC",#stophamas,@huettemann,,#niewiederistjetzt #NeverForget #fightantisemitism #fightterrorism #StopHamas no #whataboutism 🇮🇱☮️🇵🇸  #berndsmitte
"Oct 21, 2023 · 7:05 PM UTC",#isupportisrael,@itskula,,#ISupportIsrael
"Oct 19, 2023 · 11:39 PM UTC",#hamasterrorists,@InformantPost,,"⚠️🇮🇱⚔️🇵🇸 - The #Hamas terrorists who attacked civilians in #Israel on October 7 were under the influence of #Captagon, a synthetic drug. It was found in the bodies of some of the #Hamasterrorists who died in the attack. READ: https://theinformant.website/hamas-terrorists-used-synthetic-drug-before-attacking-israel/"
"Oct 7, 2023 · 11:56 PM UTC",#palestine,@mr_3oba,,اسرائييل: احنا اقوى جيش فى الشرق الاوسط مصر: ٦ اكتوبر خرطوم مايه فلسطين: ٧ اكتوبر مكنه صيني 😂😂😂😂 #israel #PalestinianLivesMatter #Gaza #Hamas #Palestine #طوفان_الأقصى #فلسطين #القدس #حماس #غزة #إسرائيل #AlAqsaFlood #المقاومة_الفلسطينية #المسجد_الأقصى #hamasattack
"Oct 11, 2023 · 11:46 PM UTC",#standwithisrael,@AdamBarkeloo,,#StandWithIsrael
"Oct 18, 2023 · 11:17 PM UTC",#israelpalestinewar,@DavidNevillle,,The killer in the arms of the killer   #GazaUnderAttack #IsraelPalestineWar #FreePalestine #IsraelPalestineConflict
"Oct 11, 2023 · 11:10 PM UTC",#standwithpalestine,@leave_clover7,,#StandWithPalestine 🇵🇸🇵🇸
"Oct 24, 2023 · 5:21 PM UTC",#indiastandswithisrael,@Shine_0ffl,,💥  #IndiaStandsWithIsrael 🇮🇳
"Oct 17, 2023 · 11:34 PM UTC",#israelunderattack,@Titan_TAT,,Shuafat neighborhood in Jerusalem. #Israelunderattack #Jerusalem #Israel
"Oct 16, 2023 · 11:40 PM UTC",#hamasterrorists,@CliveNachas,,"It's not an accusation it's a fact. Your cognitive dissonance 🤪 is so extreme that you must explain away the #HamasMassacre and the #199Hostages. Sad, sad, loser like cowardly #HamasTerrorists who must hide behind women and children. Pathetic!"
"Oct 13, 2023 · 6:56 PM UTC",#stophamas,@glylovesbogum,,These are murderous Hamas who committed many crimes. #IsraelFightsBack #HamasISIS #StopHamas  ctto
"Oct 12, 2023 · 5:29 PM UTC",#isupportisrael,@ArvseePal,,नहीं ये चिढ़ा नहीं रहा।   ये कह रहा है कि मदद हमास से मांगो।  जिसके 5000 रॉकेटों के इजरायल पर हमले का जश्न मना रहे थे।  #ISupportIsrael
